name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,employees,website_url,linkedin_company_url,careers_url,recommended_functions,rationale,source,source_url,source_profile_url,awesomefintech_categories,awesomefintech_rank,data_sources
FIVE DEGREES,FinTech,Banking,Tier 2,8,Europe,Netherlands,Breukelen,51 to 100,,https://www.linkedin.com/search/results/companies/?keywords=FIVE+DEGREES,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Five Degrees is a financial technology provider that delivers next generation banking software to retail and private banks.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/five-degrees,,,FinTech Weekly directory
FRUITFUL,FinTech,Banking,Tier 2,8,Europe,UK,Liverpool,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=FRUITFUL,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Fruitful enables savers to easily, securely and fee-freely lend their money directly to business mortgage borrowers, thus replacing the need for a traditional bank.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fruitful,,,FinTech Weekly directory
FX4BIZ,FinTech,Banking,Tier 2,8,Europe,Belgium,Brussels,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=FX4BIZ,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",FX4BIZ offers a smart foreign exchange management for businesses. An open-web banking technology for SMEs who want to grow abroad.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fx4biz,,,FinTech Weekly directory
FeezBack Technologies,FinTech,Banking,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=FeezBack+Technologies,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","FeezBack Technologies offers a platform designed to function as a personal assistant for its users’ banking services, including cost mitigation and fee management operations. The company’s platform makes cost information transparent and provides users with tools to easily understand, compare, choose, and manage their banking services.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/feezback-technologies,,,FinTech Weekly directory
Fidor Bank,FinTech,Banking,Tier 2,8,Europe,Germany,Munich,,,https://www.linkedin.com/search/results/companies/?keywords=Fidor+Bank,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Munich-based Fidor Bank is the first Web 2.0 bank in Germany, i.e. the first direct bank for the internet age of social networks. Fidor has made a deliberate choice in favour of social banking; a counter-model to conventional banking. Fidor TecS AG develops, implements and operates the digital banking platform fidorOS for Fidor Group and further white label partners. It employs about 50 people. Fidor TecS AG is a 100% subsidiary of Fidor Bank AG.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fidor-bank,,,FinTech Weekly directory
FintechLabs,FinTech,Banking,Tier 2,8,APAC,India,Noida,40,,https://www.linkedin.com/search/results/companies/?keywords=FintechLabs,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","FintechLabs offers loan management software, P2P lending marketplace software, bank statement analyzer and ID proof verification software. The founders’ shared vision is one of global financial inclusion, both with penetration of existing financial products and development of new ones to reach a much wider audience through technology.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fintechlabs,,,FinTech Weekly directory
Fractal Labs,FinTech,Banking,Tier 2,8,Europe,Switzerland,Zurich,,,https://www.linkedin.com/search/results/companies/?keywords=Fractal+Labs,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","When it launches in October it will serve as an automated CFO, generating cash flow analysis and should there be a cash requirement, suggesting banks and alternative lending platforms to consider. Nick Heller, co-founder and CEO, was Google Europe’s head of new business development. Investors include Seedcamp and Michael van Swaaij, previously eBay’s chief strategy officer.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fractal-labs,,,FinTech Weekly directory
G-STAT,FinTech,Banking,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=G-STAT,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","G-STAT is a big-data company that specializes in consumer-oriented analytics services. It owns G-STAT Analytics Solutions, which develops big-data analytics platforms and applications for B2C companies (banks, telecom companies, retailers) to maximize their revenues by identifying for each customer the right Next Best Offers/Actions and most optimal retention offers. G-STAT business software tools let corporate users design and deploy machine-learning models to gain actionable business insights on sales, marketing optimization, fraud prevention, credit-risk management, data-security protection, and overall strategic decision making. The company's G-STAT BRAINs [Big-data Recommendations for Actionable Insights] platform replaces the need for data scientists, programmers, data management experts, and analysts. It shortens the process of building and deploying the most complex predictive mo",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/g-stat,,,FinTech Weekly directory
GLOBALANCE BANK,FinTech,Banking,Tier 2,8,Europe,Switzerland,Zurich,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=GLOBALANCE+BANK,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Globalance Bank is a private bank that advises private clients, families and foundations on how they can invest their assets for the long run by showing them the “footprint” of their wealth.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/globalance-bank,,,FinTech Weekly directory
GOHENRY,FinTech,Banking,Tier 2,8,Europe,UK,Lymington,21 to 50,,https://www.linkedin.com/search/results/companies/?keywords=GOHENRY,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","goHenry combines web & mobile apps with a pre-paid debit card with parental controls, designed to help young people learn good money habits and how to manage money responsibly under the guidance of their parents.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/gohenry,,,FinTech Weekly directory
Geezeo,FinTech,Banking,Tier 2,8,North America,USA,"Braintree, MA",50,,https://www.linkedin.com/search/results/companies/?keywords=Geezeo,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Geezeo is a financial technology (Fintech) firm that delivers enriched digital banking experiences via its white label digital financial management solutions. By processing, augmenting and storing billions of transactions, Geezeo plays a significant role as a critical data partner. Purposely integrated within a financial institution’s online banking and mobile platforms, financial institutions benefit from Geezeo’s relevant insights that enhance the overall user experience.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/geezeo,,,FinTech Weekly directory
Generix Software,FinTech,Banking,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Generix+Software,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","GeneriX Software provides custom software and e-commerce products to the banking, insurance, and financial services industries. GeneriX's products focus on improving back-office operational and transactional efficiencies, workflow quality, data integrity, and customer outcomes.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/generix-software,,,FinTech Weekly directory
Grain,FinTech,Banking,Tier 2,8,MENA,Israel,Tel Aviv,25,,https://www.linkedin.com/search/results/companies/?keywords=Grain,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Grain is an end-to-end embedded cross-currency solution that empowers software platforms and marketplaces to effectively eliminate FX risk for their end customers. Through our user-friendly and automated tool, Grain's partners and their customers can easily secure currency rates into the future and conduct seamless cross-border fund transfers. Our team consists of industry professionals, including former employees of Barclays and Deutsche Bank, as well as successful fintech startup entrepreneurs.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/grain,,,FinTech Weekly directory
HUFSY,FinTech,Banking,Tier 2,8,Europe,Denmark,Copenhagen,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=HUFSY,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Hufsy helps businesses do cross-border banking by utilising the blockchain (distributed ledger technology).,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/hufsy,,,FinTech Weekly directory
HandWallet,FinTech,Banking,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=HandWallet,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","HandWallet, developed by MediaVision Computer Technologies Ltd, is an expense manager that helps customers control their finances. The application manages users' credit cards and bank accounts, tracking spending and automatically sending an alert when there is a transaction. For business users, the app also provides VAT calculation and invoice services.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/handwallet,,,FinTech Weekly directory
